ID,工作名称,招聘详细链接,公司名称,公司ID,公司性质,公司规模,公司招聘主页,公司地点,薪资,学历要求,工作经历,职位类型,公司福利,工作发布标签,更新时间
CC200737787J00171621213,云计算OpenStack运维工程师,https://jobs.zhaopin.com/CC200737787J00171621213.htm,北京城建智控科技有限公司,CZ200737780,国企,100-499人,https://company.zhaopin.com/CZ200737780.htm,北京,10K-20K,本科,不限,全职,五险一金、年底双薪、采暖补贴、高温补贴、节日福利,最新,2019-06-27 16:34:02
CC852915760J00144279915,游戏服务器工程师,https://jobs.zhaopin.com/CC852915760J00144279915.htm,北京心智互动科技有限公司,CZ852915760,股份制企业,20-99人,https://company.zhaopin.com/CZ852915760.htm,北京,8K-10K,大专,3-5年,全职,五险一金、绩效奖金、全勤奖、定期团建、创业公司,最新,2019-06-27 16:49:50
CC519817829J00142937515,生物信息工程师,https://jobs.zhaopin.com/CC519817829J00142937515.htm,北京智因东方转化医学研究中心有限公司,CZ519817820,民营,100-499人,http://special.zhaopin.com/pagepublish/51981782/index.html,北京-大兴区,8K-15K,本科,1-3年,全职,周末双休、五险一金、餐补、交通补助、年底双薪,最新,2019-06-27 17:15:02
CC397704085J00415711301,大数据开发工程师（中级）,https://jobs.zhaopin.com/CC397704085J00415711301.htm,深圳市华云中盛科技有限公司,CZ397704080,民营,500-999人,https://company.zhaopin.com/CZ397704080.htm,北京,15K-25K,大专,3-5年,全职,五险一金、交通补助、定期体检、带薪年假、通讯补助,最新,2019-06-27 23:19:35
CC328609083J00141572212,机器学习开发工程师,https://jobs.zhaopin.com/CC328609083J00141572212.htm,北京易驾佳信息科技有限公司,CZ328609080,股份制企业,100-499人,https://company.zhaopin.com/CZ328609080.htm,北京-海淀区,15K-30K,硕士,3-5年,全职,五险一金、绩效奖金、带薪年假、餐补、节日福利,最新,2019-06-27 18:00:11
CZ814142160J00414543901,c#和c++区块链工程师,https://jobs.zhaopin.com/CZ814142160J00414543901.htm,FUSIONFUNDLIMITED,CZ814142160,港澳台公司,不限,https://company.zhaopin.com/CZ814142160.htm,北京,15K-25K,大专,1-3年,全职,创业公司、每年多次调薪、周末双休、五险一金、绩效奖金,最新,2019-06-27 16:59:50
CC120359452J00083106014,高级C++开发工程师(能力平台),https://jobs.zhaopin.com/CC120359452J00083106014.htm,北京捷通华声科技股份有限公司,CZ120359450,民营,100-499人,http://special.zhaopin.com/pagepublish/12035945/index.html,北京,15K-30K,本科,3-5年,全职,五险一金、绩效奖金、项目奖金、每年多次调薪、晋升空间,最新,2019-06-27 19:46:01
CC409922388J00155693809,nlp自然语言处理（2020届校招）,https://jobs.zhaopin.com/CC409922388J00155693809.htm,北京华宇元典信息服务有限公司,CZ409922380,民营,100-499人,https://company.zhaopin.com/CZ409922380.htm,北京,16K-22K,本科,不限,全职,五险一金、年终分红、股票期权、补充医疗保险、定期体检,最新,2019-06-27 16:58:07
CC519817829J00142941715,生物信息研发主管,https://jobs.zhaopin.com/CC519817829J00142941715.htm,北京智因东方转化医学研究中心有限公司,CZ519817820,民营,100-499人,http://special.zhaopin.com/pagepublish/51981782/index.html,北京-大兴区,10K-20K,本科,3-5年,全职,周末双休、五险一金、餐补、交通补助、年底双薪,最新,2019-06-27 17:15:02
CC486371030J00170672413,大数据研发工程师(J10335),https://jobs.zhaopin.com/CC486371030J00170672413.htm,医渡云,CZ486371030,股份制企业,500-999人,https://company.zhaopin.com/CZ486371030.htm,北京-海淀区,20K-30K,本科,5-10年,全职,绩效奖金、年终分红、股票期权、补充医疗保险、定期体检,最新,2019-06-27 16:52:11
CC187965628J90251144000,android实训项目经理,https://jobs.zhaopin.com/187965628251144.htm,北京八维研修学院,CZ187965620,民营,1000-9999人,http://special.zhaopin.com/pagepublish/18796562/index.html,北京,20K-30K,大专,5-10年,全职,五险一金、绩效奖金、全勤奖、餐补、带薪年假,最新,2019-06-27 19:19:56
CC147075720J00219925605,高级算法工程师/研究员,https://jobs.zhaopin.com/CC147075720J00219925605.htm,佳能医疗系统(中国)有限公司,CZ147075720,外商独资,500-999人,https://company.zhaopin.com/CZ147075720.htm,北京,20K-30K,硕士,不限,全职,五险一金、绩效奖金、交通补助、补充医疗保险、定期体检,最新,2019-06-27 17:21:00
CC419579588J00357842107,数据模型设计师,https://jobs.zhaopin.com/CC419579588J00357842107.htm,上海裕宁信息科技有限公司,CZ419579580,民营,100-499人,https://company.zhaopin.com/CZ419579580.htm,北京-丰台区,15K-20K,本科,3-5年,全职,五险一金、年底双薪、每年多次调薪、带薪年假、周末双休,最新,2019-06-27 23:31:11
CC429699530J00122283114,C/C++高级工程师,https://jobs.zhaopin.com/CC429699530J00122283114.htm,国源君安(北京)科技有限公司,CZ429699530,民营,20-99人,https://company.zhaopin.com/CZ429699530.htm,北京,8K-15K,本科,1-3年,全职,五险一金、绩效奖金、周末双休、餐补,最新,2019-06-27 17:04:13
CC153385415J00149923810,电动车VCU软件工程师(000492),https://jobs.zhaopin.com/CC153385415J00149923810.htm,阿尔特汽车技术股份有限公司,CZ153385410,合资,1000-9999人,https://company.zhaopin.com/CZ153385410.htm,北京-大兴区,10K-20K,硕士,1-3年,全职,14薪、五险一金、免费班车、节日福利、补充医疗保险,最新,2019-06-27 16:17:20
CC187965628J00151292210,人工智能算法讲师,https://jobs.zhaopin.com/CC187965628J00151292210.htm,北京八维研修学院,CZ187965620,民营,1000-9999人,http://special.zhaopin.com/pagepublish/18796562/index.html,北京,30K-50K,硕士,3-5年,全职,五险一金、餐补、带薪年假、绩效奖金、房补,最新,2019-06-27 19:17:45
CC232405817J00113670109,推荐算法工程师(SJKX1khb),https://jobs.zhaopin.com/CC232405817J00113670109.htm,北京东方国信科技股份有限公司,CZ232405810,上市公司,1000-9999人,https://company.zhaopin.com/CZ232405810.htm,北京,12K-24K,本科,1-3年,全职,14薪、周末双休、五险一金、年底双薪、定期体检,最新,2019-06-27 17:27:52
CC593935930J00129450309,大数据开发工程师,https://jobs.zhaopin.com/CC593935930J00129450309.htm,中金智汇科技有限责任公司,CZ593935930,民营,100-499人,https://company.zhaopin.com/CZ593935930.htm,北京-大兴区,10K-20K,本科,5-10年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最新,2019-06-27 16:39:54
CC000564272J00149334809,软件开发工程师实习生(J10090),https://jobs.zhaopin.com/CC000564272J00149334809.htm,北京中软融鑫计算机系统工程有限公司,CZ000564270,股份制企业,500-999人,http://special.zhaopin.com/pagepublish/56427/index.html,北京-海淀区,2K-4K,本科,无经验,实习,节日福利,最新,2019-06-27 16:51:14
CC877488720J00151528810,急招大数据分析（9k高薪）,https://jobs.zhaopin.com/CC877488720J00151528810.htm,北京通易保科技有限公司,CZ877488720,民营,100-499人,https://company.zhaopin.com/CZ877488720.htm,北京,8K-10K,学历不限,无经验,校园,五险一金、包吃、包住、14薪、周末双休,最新,2019-06-27 18:06:29
CC374934587J00189730111,运维工程师 (MJ000158),https://jobs.zhaopin.com/CC374934587J00189730111.htm,神州优车股份有限公司,CZ374934580,民营,1000-9999人,http://special.zhaopin.com/2017/bj/szyc032392/,北京,20K-40K,大专,5-10年,全职,周末双休、五险一金、餐补、健身俱乐部、节日福利,最近,2019-06-26 18:10:53
CC466781080J00150930810,linux软件工程师,https://jobs.zhaopin.com/CC466781080J00150930810.htm,中网联金乐盟科技(北京)有限公司,CZ466781080,股份制企业,20人以下,https://company.zhaopin.com/CZ466781080.htm,北京,10K-20K,本科,1-3年,全职,五险一金、年底双薪、全勤奖,最新,2019-06-27 00:50:15
CC616271125J00160143110,系统运维主管(J11706),https://jobs.zhaopin.com/CC616271125J00160143110.htm,北京大米未来科技有限公司,CZ616271120,民营,10000人以上,https://company.zhaopin.com/CZ616271120.htm,北京,15K-20K,本科,5-10年,全职,五险一金、房补、餐补、交通补助、补充医疗保险,最近,2019-06-26 16:43:55
CC392143236J00277959704,java高级工程师,https://jobs.zhaopin.com/CC392143236J00277959704.htm,威马汽车科技集团有限公司,CZ392143230,民营,1000-9999人,https://company.zhaopin.com/CZ392143230.htm,北京,薪资面议,本科,5-10年,全职,无,最近,2019-06-26 16:40:15
CC819976030J00170941611,高级数据采集工程师,https://jobs.zhaopin.com/CC819976030J00170941611.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,20K-30K,本科,5-10年,全职,弹性工作、五险一金、带薪年假、定期体检、绩效奖金,最新,2019-06-27 09:18:38
CC593935930J00043202109,高级软件工程师,https://jobs.zhaopin.com/CC593935930J00043202109.htm,中金智汇科技有限责任公司,CZ593935930,民营,100-499人,https://company.zhaopin.com/CZ593935930.htm,北京-大兴区,15K-20K,本科,5-10年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最新,2019-06-27 16:56:53
CC324928736J00135441509,编程（软件）老师（分红+五险+带队比赛 ）,https://jobs.zhaopin.com/CC324928736J00135441509.htm,北京搭搭乐乐教育科技有限公司,CZ324928730,股份制企业,20-99人,https://company.zhaopin.com/CZ324928730.htm,北京,6K-8K,大专,不限,全职,五险一金、绩效奖金、全勤奖、交通补助、通讯补助,最新,2019-06-27 19:32:25
CZ752033270J00111403112,pipeline TD（流程管理）,https://jobs.zhaopin.com/CZ752033270J00111403112.htm,北京仙山映画文化有限公司,CZ752033270,民营,20-99人,https://company.zhaopin.com/CZ752033270.htm,北京,15K-30K,学历不限,不限,全职,五险一金、餐补、带薪年假、员工旅游、节日福利,最新,2019-06-27 16:44:28
CC185096626J90250335000,虚拟化工程师（云资源维护）,https://jobs.zhaopin.com/185096626250335.htm,北京森艾电子技术有限公司,CZ185096620,民营,20-99人,https://company.zhaopin.com/CZ185096620.htm,北京,6K-12K,大专,1-3年,全职,节日福利、周末双休、五险一金、绩效奖金、全勤奖,最新,2019-06-27 23:41:54
CC152162516J00156963110,应用开发程序员,https://jobs.zhaopin.com/CC152162516J00156963110.htm,北京比特威尔科技有限公司,CZ152162510,民营,20-99人,https://company.zhaopin.com/CZ152162510.htm,北京,10K-20K,本科,3-5年,全职,五险一金、带薪年假、定期团建、餐补、交通补助,最新,2019-06-27 19:39:04
CC684923820J00151489109,高级前端开发工程师,https://jobs.zhaopin.com/CC684923820J00151489109.htm,北京对啊网教育科技有限公司,CZ684923820,合资,1000-9999人,https://company.zhaopin.com/CZ684923820.htm,北京-大兴区,15K-20K,本科,3-5年,全职,节日福利、补充医疗保险、五险一金、绩效奖金、大牛带队,最新,2019-06-27 16:42:46
CC819976030J00157419511,数据挖掘工程师(J10740),https://jobs.zhaopin.com/CC819976030J00157419511.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,20K-30K,本科,5-10年,全职,周末双休、五险一金、交通补助、餐补、带薪年假,最新,2019-06-27 09:18:38
CC392160220J00126966415,机器学习风控建模工程师,https://jobs.zhaopin.com/CC392160220J00126966415.htm,北京恒昌利通投资管理有限公司,CZ392160220,民营,500-999人,http://special.zhaopin.com/bj/2015/hc032014/enter.html,北京-朝阳区,薪资面议,硕士,3-5年,全职,五险一金、年底双薪、绩效奖金、加班补助,最近,2019-06-26 10:19:09
CZ752033270J00074419012,角色绑定,https://jobs.zhaopin.com/CZ752033270J00074419012.htm,北京仙山映画文化有限公司,CZ752033270,民营,20-99人,https://company.zhaopin.com/CZ752033270.htm,北京,8K-16K,大专,3-5年,全职,五险一金、年底双薪、餐补、带薪年假,最新,2019-06-27 16:44:03
CC642953621J00128406314,运维工程师,https://jobs.zhaopin.com/CC642953621J00128406314.htm,人民日报媒体技术股份有限公司,CZ642953620,国企,100-499人,https://company.zhaopin.com/CZ642953620.htm,北京,12K-20K,本科,3-5年,全职,周末双休、补充医疗保险、五险一金、带薪年假、餐补,最新,2019-06-27 17:29:19
CC256276987J90250019000,医学生物信息学分析工程师,https://jobs.zhaopin.com/256276987250019.htm,北京致成生物医学科技有限公司,CZ256276980,民营,20-99人,https://company.zhaopin.com/CZ256276980.htm,北京,10K-20K,硕士,不限,全职,五险一金、绩效奖金、加班补助、交通补助、通讯补助,最新,2019-06-27 18:15:08
CC147075720J00219940705,图像算法工程师,https://jobs.zhaopin.com/CC147075720J00219940705.htm,佳能医疗系统(中国)有限公司,CZ147075720,外商独资,500-999人,https://company.zhaopin.com/CZ147075720.htm,北京-朝阳区,15K-20K,硕士,不限,全职,补充医疗保险、工作居住证、五险一金、周末双休、绩效奖金,最新,2019-06-27 17:21:00
CC671044822J00127569213,高级机器学习研发工程师,https://jobs.zhaopin.com/CC671044822J00127569213.htm,青松智慧(北京)科技有限公司,CZ671044820,股份制企业,20-99人,https://company.zhaopin.com/CZ671044820.htm,北京-海淀区,25K-50K,本科,3-5年,全职,五险一金、绩效奖金、股票期权、带薪年假、弹性工作,最新,2019-06-27 16:42:39
CC819976030J00130622411,算法工程师(J10127),https://jobs.zhaopin.com/CC819976030J00130622411.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,15K-20K,本科,3-5年,全职,周末双休、五险一金、绩效奖金、交通补助、餐补,最新,2019-06-27 09:18:38
CC328609083J00139605912,测试开发工程师,https://jobs.zhaopin.com/CC328609083J00139605912.htm,北京易驾佳信息科技有限公司,CZ328609080,股份制企业,100-499人,https://company.zhaopin.com/CZ328609080.htm,北京-海淀区,15K-25K,本科,3-5年,全职,五险一金、绩效奖金、带薪年假、餐补、节日福利,最新,2019-06-27 18:00:11
CC120227021J90250570000,高级java开发工程师（电商后台）中关村,https://jobs.zhaopin.com/120227021250570.htm,北京农信互联科技集团有限公司,CZ120227020,民营,500-999人,https://company.zhaopin.com/CZ120227020.htm,北京-海淀区,20K-30K,本科,5-10年,全职,五险一金、股票期权、带薪年假、定期体检、节日福利,最新,2019-06-27 16:40:39
CC392160220J00080734415,风险分析与模型分析师,https://jobs.zhaopin.com/CC392160220J00080734415.htm,北京恒昌利通投资管理有限公司,CZ392160220,民营,500-999人,http://special.zhaopin.com/bj/2015/hc032014/enter.html,北京,薪资面议,本科,3-5年,全职,节日福利、五险一金、绩效奖金、交通补助、餐补,最近,2019-06-26 10:19:06
CC185096626J90250198000,数据库运维工程师（DBA）,https://jobs.zhaopin.com/185096626250198.htm,北京森艾电子技术有限公司,CZ185096620,民营,20-99人,https://company.zhaopin.com/CZ185096620.htm,北京,6K-12K,大专,1-3年,全职,五险一金、绩效奖金、全勤奖、交通补助、餐补,最新,2019-06-27 23:10:55
CC715740430J00169004311,算法工程师,https://jobs.zhaopin.com/CC715740430J00169004311.htm,北京帝曼德管理咨询有限公司,CZ715740430,民营,20人以下,https://company.zhaopin.com/CZ715740430.htm,北京,15K-20K,本科,1-3年,全职,五险一金、年底双薪、加班补助、定期体检、补充医疗保险,最新,2019-06-27 20:55:29
CZ638945620J00110635313,数据运营/数据分析（DBA）,https://jobs.zhaopin.com/CZ638945620J00110635313.htm,北京联科数信科技有限公司,CZ638945620,上市公司,100-499人,https://company.zhaopin.com/CZ638945620.htm,北京,10K-15K,学历不限,无经验,校园,无试用期、免息房贷、年终分红、绩效奖金、年底双薪,最新,2019-06-27 16:33:18
CZ839006980J00349174303,急聘/写手/统计学/会计/医学/护理,https://jobs.zhaopin.com/CZ839006980J00349174303.htm,湖北天恒文化传媒有限公司,CZ839006980,民营,20-99人,https://company.zhaopin.com/CZ839006980.htm,北京-西城区,15K-20K,本科,不限,兼职/临时,加班补助、绩效奖金、无试用期、每年多次调薪、弹性工作,最新,2019-06-27 16:52:08
CC819976030J00172649811,资深后端工程师,https://jobs.zhaopin.com/CC819976030J00172649811.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,30K-50K,本科,5-10年,全职,弹性工作、五险一金、带薪年假、定期体检、绩效奖金,最新,2019-06-27 09:18:38
CC475472884J00180449511,高级运维工程师,https://jobs.zhaopin.com/CC475472884J00180449511.htm,北京恒信志远科技有限公司,CZ475472880,民营,20-99人,https://company.zhaopin.com/CZ475472880.htm,北京-东城区,10K-20K,本科,3-5年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最新,2019-06-27 11:28:05
CC697730426J00153206812,自动化测试,https://jobs.zhaopin.com/CC697730426J00153206812.htm,天道计然(北京)信息科技有限责任公司,CZ697730420,民营,1000-9999人,https://company.zhaopin.com/CZ697730420.htm,北京-朝阳区,16K-24K,大专,3-5年,全职,五险一金、弹性工作、定期体检、周末双休,最新,2019-06-27 16:38:46
CC872316370J00152726512,AI软件工程师,https://jobs.zhaopin.com/CC872316370J00152726512.htm,北京尧太科技有限公司,CZ872316370,民营,20人以下,https://company.zhaopin.com/CZ872316370.htm,北京,20K-40K,本科,3-5年,全职,五险一金、餐补、带薪年假、创业公司、14薪,最新,2019-06-27 21:23:08
CC274110937J00088462312,高级测试开发工程师,https://jobs.zhaopin.com/CC274110937J00088462312.htm,北京易点淘网络技术有限公司,CZ274110930,民营,100-499人,https://company.zhaopin.com/CZ274110930.htm,北京,20K-40K,本科,5-10年,全职,餐补、绩效奖金、节日福利、加班补助、弹性工作,最新,2019-06-27 19:00:34
CC819976030J00134024711,架构师(J10271),https://jobs.zhaopin.com/CC819976030J00134024711.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,30K-50K,本科,5-10年,全职,周末双休、五险一金、绩效奖金、交通补助、餐补,最新,2019-06-27 09:18:38
CC000058765J00135958412,开发工程师（ZY-T-20190505-S2)0978,https://jobs.zhaopin.com/CC000058765J00135958412.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京,15K-20K,本科,3-5年,全职,五险一金、绩效奖金、交通补助、餐补、带薪年假,最近,2019-06-26 22:03:26
CC819976030J00117596811,算法工程师(J14869),https://jobs.zhaopin.com/CC819976030J00117596811.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,20K-30K,本科,3-5年,全职,周末双休、五险一金、绩效奖金、交通补助、餐补,最新,2019-06-27 09:18:38
CC302682517J00122636515,c++工程师,https://jobs.zhaopin.com/CC302682517J00122636515.htm,北京华正明天信息技术股份有限公司,CZ302682510,民营,100-499人,https://company.zhaopin.com/CZ302682510.htm,北京,15K-18K,本科,3-5年,全职,五险一金、绩效奖金、餐补、带薪年假、定期体检,最新,2019-06-27 16:27:49
CC819976030J00130623711,数据专家(J10128),https://jobs.zhaopin.com/CC819976030J00130623711.htm,北京好车帅帅科技有限公司,CZ819976030,民营,1000-9999人,https://company.zhaopin.com/CZ819976030.htm,北京,30K-50K,本科,5-10年,全职,周末双休、五险一金、绩效奖金、交通补助、餐补,最新,2019-06-27 09:18:38
CC833397250J00141311509,测试中级工程师,https://jobs.zhaopin.com/CC833397250J00141311509.htm,中天云通电子商务有限公司,CZ833397250,民营,100-499人,https://company.zhaopin.com/CZ833397250.htm,北京,8K-15K,大专,3-5年,全职,无,最新,2019-06-27 20:39:46
CC000058765J00117838212,大数据架构师,https://jobs.zhaopin.com/CC000058765J00117838212.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京-朝阳区,30K-50K,本科,5-10年,全职,五险一金、绩效奖金、餐补、带薪年假、弹性工作,最近,2019-06-26 15:51:34
CC459630084J00161873210,数据分析师,https://jobs.zhaopin.com/CC459630084J00161873210.htm,北京金州世纪信息技术有限公司,CZ459630080,民营,20人以下,https://company.zhaopin.com/CZ459630080.htm,北京,10K-20K,本科,3-5年,全职,五险一金、年底双薪、绩效奖金、通讯补助、带薪年假,最新,2019-06-27 20:33:26
CC330318217J00086033413,自动化运维全栈工程师 （应用系统开发）（职位编号：LZHR191）,https://jobs.zhaopin.com/CC330318217J00086033413.htm,朗致集团有限公司,CZ330318210,民营,10000人以上,https://special.zhaopin.com/2019/bf/lzjt061278/,北京,16K-32K,学历不限,不限,全职,五险一金、节日福利、周末双休、餐补,最近,2019-06-26 09:36:36
CC330318217J00086033713,数据工程师（平台开发）（职位编号：LZHR192）,https://jobs.zhaopin.com/CC330318217J00086033713.htm,朗致集团有限公司,CZ330318210,民营,10000人以上,https://special.zhaopin.com/2019/bf/lzjt061278/,北京,16K-32K,学历不限,不限,全职,五险一金、节日福利、周末双休、餐补,最近,2019-06-26 09:36:36
CC602308429J00155412409,java工程师,https://jobs.zhaopin.com/CC602308429J00155412409.htm,凤凰网,CZ602308420,上市公司,1000-9999人,http://special.zhaopin.com/bj/2014/fhfy121537,北京,15K-25K,本科,1-3年,全职,无,最近,2019-06-25 18:04:10
CC000058765J00141823612,大数据开发（ZB-0526）1032,https://jobs.zhaopin.com/CC000058765J00141823612.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京,19K-26K,本科,5-10年,全职,五险一金、绩效奖金、交通补助、餐补、通讯补助,最近,2019-06-25 14:31:12
CC330318217J00086034213,数据工程师（运营分析）（职位编号：LZHR193）,https://jobs.zhaopin.com/CC330318217J00086034213.htm,朗致集团有限公司,CZ330318210,民营,10000人以上,https://special.zhaopin.com/2019/bf/lzjt061278/,北京,16K-32K,本科,不限,全职,五险一金、节日福利、周末双休、餐补,最近,2019-06-26 09:36:37
CC224763818J00163588813,大数据高级开发工程师 (MJ000315),https://jobs.zhaopin.com/CC224763818J00163588813.htm,广联达科技股份有限公司,CZ224763810,民营,1000-9999人,http://special.zhaopin.com/bj/2010/gld081233/home.htm,北京,22K-28K,本科,5-10年,全职,五险一金、带薪年假、弹性工作、节日福利、免费班车,最近,2019-06-25 10:59:36
CC618692925J90250160000,高级测试工程师,https://jobs.zhaopin.com/618692925250160.htm,中金支付有限公司,CZ618692920,国企,100-499人,https://company.zhaopin.com/CZ618692920.htm,北京,8K-15K,本科,1-3年,全职,五险一金、绩效奖金、带薪年假、补充医疗保险、定期体检,最新,2019-06-27 11:49:32
CC268555530J00157572513,软件工程师,https://jobs.zhaopin.com/CC268555530J00157572513.htm,北京航天斯达科技有限公司,CZ268555530,国企,100-499人,https://company.zhaopin.com/CZ268555530.htm,北京,9K-18K,本科,3-5年,全职,五险一金、加班补助、餐补、免费班车、节日福利,最新,2019-06-27 20:44:48
CC193399815J00104144712,Java开发工程师（北京）,https://jobs.zhaopin.com/CC193399815J00104144712.htm,东华软件股份公司,CZ193399810,上市公司,1000-9999人,https://company.zhaopin.com/CZ193399810.htm,北京,薪资面议,本科,3-5年,全职,上市公司、五险一金、年终奖、弹性工作,最新,2019-06-27 11:32:52
CC311289936J00129220409,测试工程师,https://jobs.zhaopin.com/CC311289936J00129220409.htm,北京云纵信息技术有限公司,CZ311289930,民营,1000-9999人,https://company.zhaopin.com/CZ311289930.htm,北京,10K-18K,大专,3-5年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最近,2019-06-26 13:37:07
CC140874853J00145886615,nlp算法工程师,https://jobs.zhaopin.com/CC140874853J00145886615.htm,多友科技(北京)有限公司,CZ140874850,民营,100-499人,https://company.zhaopin.com/CZ140874850.htm,北京,10K-15K,本科,1-3年,全职,不加班、节日福利、周末双休、带薪年假、全勤奖,最新,2019-06-27 19:37:53
CC120359452J00136779814,软件测试总监,https://jobs.zhaopin.com/CC120359452J00136779814.htm,北京捷通华声科技股份有限公司,CZ120359450,民营,100-499人,http://special.zhaopin.com/pagepublish/12035945/index.html,北京-海淀区,25K-50K,本科,5-10年,全职,五险一金、绩效奖金、全勤奖、交通补助、带薪年假,最近,2019-06-26 11:00:53
CC642953621J00140651614,大数据运维工程师,https://jobs.zhaopin.com/CC642953621J00140651614.htm,人民日报媒体技术股份有限公司,CZ642953620,国企,100-499人,https://company.zhaopin.com/CZ642953620.htm,北京,10K-15K,本科,3-5年,全职,五险一金、绩效奖金、加班补助、交通补助、餐补,最新,2019-06-27 17:29:19
CC405839980J00264398107,数据研发资深工程师,https://jobs.zhaopin.com/CC405839980J00264398107.htm,广州小鹏汽车科技有限公司,CZ405839980,民营,1000-9999人,https://company.zhaopin.com/CZ405839980.htm,北京-海淀区,20K-40K,硕士,5-10年,全职,五险一金、年底双薪、餐补、带薪年假、弹性工作,最近,2019-06-26 09:11:57
CC323676912J00126194015,研发调试工程师,https://jobs.zhaopin.com/CC323676912J00126194015.htm,北京安信天行科技有限公司,CZ323676910,国企,100-499人,https://company.zhaopin.com/CZ323676910.htm,北京,6K-10K,本科,1-3年,全职,绩效奖金、五险一金、周末双休、带薪年假、节日福利,最新,2019-06-27 16:42:16
CC405839980J00264430307,智能语音测试高级工程师/专家,https://jobs.zhaopin.com/CC405839980J00264430307.htm,广州小鹏汽车科技有限公司,CZ405839980,民营,1000-9999人,https://company.zhaopin.com/CZ405839980.htm,北京-海淀区,20K-40K,硕士,3-5年,全职,五险一金、年底双薪、餐补、带薪年假、弹性工作,最近,2019-06-26 09:11:57
CC593935930J00043197709,项目经理it行业,https://jobs.zhaopin.com/CC593935930J00043197709.htm,中金智汇科技有限责任公司,CZ593935930,民营,100-499人,https://company.zhaopin.com/CZ593935930.htm,北京-大兴区,12K-23K,本科,5-10年,全职,五险一金、交通补助、餐补、通讯补助、补充医疗保险,最新,2019-06-27 16:56:16
CC405839980J00267207907,高级/资深测试工程师,https://jobs.zhaopin.com/CC405839980J00267207907.htm,广州小鹏汽车科技有限公司,CZ405839980,民营,1000-9999人,https://company.zhaopin.com/CZ405839980.htm,北京-海淀区,25K-50K,硕士,3-5年,全职,绩效奖金、补充医疗保险、弹性工作、包吃、年底双薪,最近,2019-06-26 09:11:57
CC224763818J00162870713,大数据数仓高级开发工程师 (MJ000234),https://jobs.zhaopin.com/CC224763818J00162870713.htm,广联达科技股份有限公司,CZ224763810,民营,1000-9999人,http://special.zhaopin.com/bj/2010/gld081233/home.htm,北京,22K-28K,本科,5-10年,全职,五险一金、带薪年假、弹性工作、节日福利、免费班车,最近,2019-06-25 10:59:36
CC464857430J00084540712,PHP工程师,https://jobs.zhaopin.com/CC464857430J00084540712.htm,达展科技(北京)有限公司,CZ464857430,民营,20-99人,https://company.zhaopin.com/CZ464857430.htm,北京,8K-12K,大专,3-5年,全职,五险一金、加班补助、餐补、带薪年假,最新,2019-06-27 16:58:45
CC405839980J00267272507,高级/资深3D定位与重建算法工程师/专家,https://jobs.zhaopin.com/CC405839980J00267272507.htm,广州小鹏汽车科技有限公司,CZ405839980,民营,1000-9999人,https://company.zhaopin.com/CZ405839980.htm,北京-海淀区,25K-50K,硕士,3-5年,全职,绩效奖金、补充医疗保险、弹性工作、包吃、年底双薪,最近,2019-06-26 09:11:57
CC120708281J00152250209,Java开发工程师,https://jobs.zhaopin.com/CC120708281J00152250209.htm,北京网梯科技发展有限公司,CZ120708280,民营,100-499人,http://www2.zhaopin.com/html/12070828.html,北京,10K-15K,本科,1-3年,全职,周末双休、餐补、员工旅游、五险一金、年底双薪,最新,2019-06-27 19:56:18
CC120490943J00107481410,软件开发工程师(Linux方向),https://jobs.zhaopin.com/CC120490943J00107481410.htm,北京万里红科技股份有限公司,CZ120490940,股份制企业,100-499人,https://company.zhaopin.com/CZ120490940.htm,北京,8K-15K,本科,1-3年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最近,2019-06-25 08:39:21
CC000058765J00096785012,软件咨询及需求分析实习生,https://jobs.zhaopin.com/CC000058765J00096785012.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京,3K-4K,本科,无经验,实习,五险一金、餐补、补充医疗保险、带薪年假、定期体检,最近,2019-06-26 22:02:27
